"","Overall.Mean.Flow","Jan..Low.Flow","Feb..Low.Flow","Mar..Low.Flow","Apr..Low.Flow","May.Low.Flow","Jun..Low.Flow","Jul..Low.Flow","Aug..Low.Flow","Sep..Low.Flow","Oct..Low.Flow","Nov..Low.Flow","Dec..Low.Flow","Jan..Mean.Flow","Feb..Mean.Flow","Mar..Mean.Flow","Apr..Mean.Flow","May.Mean.Flow","Jun..Mean.Flow","Jul..Mean.Flow","Aug..Mean.Flow","Sep..Mean.Flow","Oct..Mean.Flow","Nov..Mean.Flow","Dec..Mean.Flow","Min..1.Day.Min","Med..1.Day.Min.","Min..3.Day.Min","Med..3.Day.Min.","Min..7.Day.Min","Med..7.Day.Min.","Min..30.Day.Min","Med..30.Day.Min.","Min..90.Day.Min","Med..90.Day.Min.","X7Q10","Year.of.90.Day.Low.Flow","X1..Non.Exceedance","X5..Non.Exceedance","X50..Non.Exceedance","X95..Non.Exceedance","X99..Non.Exceedance","Sept..10..Non.Exceedance","Mean.Baseflow","Jan..High.Flow","Feb..High.Flow","Mar..High.Flow","Apr..High.Flow","May.High.Flow","Jun..High.Flow","Jul..High.Flow","Aug..High.Flow","Sep..High.Flow","Oct..High.Flow","Nov..High.Flow","Dec..High.Flow","Max..1.Day.Max","Med..1.Day.Max.","Max..3.Day.Max","Med..3.Day.Max.","Max..7.Day.Max","Med..7.Day.Max.","Max..30.Day.Max","Med..30.Day.Max.","Max..90.Day.Max","Med..90.Day.Max.","Drought.Year.Mean"
"PS5_5240_5200",1700,440,541,750,831,958,1180,1180,963,658,483,450,437,2190,2210,2810,2510,1890,1350,856,807,1650,1000,1610,1580,196,330,201,356,208,366,237,444,273,623,257,2002,270,345,1020,4980,10900,362,978,940,3730,4360,3670,2820,7050,5170,3090,1760,1520,1040,856,98200,16500,63300,11400,34100,7710,10900,4350,7420,2780,1700
"PS4_5840_5240",1510,346,411,600,676,785,990,871,741,555,430,373,339,1910,1980,2530,2230,1690,1230,746,713,1430,860,1410,1390,163,308,165,313,168,325,185,366,215,515,231,2002,217,298,850,4620,10800,319,820,932,3670,4090,3650,2690,6410,4700,2950,1620,1400,908,732,84400,15300,53300,11300,28500,7310,10200,4130,7000,2590,1510
"PU2_4220_3900",271,66,74,112,123,142,153,164,117,109,85,71,64,326,347,525,391,315,212,144,141,179,167,225,287,37,52,37.3,52.7,38,60.3,40.2,68.4,52.7,102,41.6,1999,44,53,150,805,2090,47,154,175,633,676,751,545,1670,719,666,367,203,162,282,15000,4120,7260,2420,3780,1360,1600,716,1080,413,271
"RU2_5220_5640",723,108,189,271,320,423,431,543,351,176,85,80.1,50.1,927,912,1240,1040,878,605,372,282,533,421,699,790,5.1,23,5.63,25,6.11,26.1,14.6,46.8,31.2,128,8.86,2002,13,34,433,2140,5400,18,365,680,2490,2270,2420,1420,3500,1940,2230,1560,901,447,851,28200,11100,14500,6940,8240,4440,4020,2080,2890,1290,723
"RU3_6170_6040",580,108,163,275,273,343,355,419,252,141,106,74,59,742,739,884,751,610,564,338,222,533,366,605,620,1.5,49,1.58,49.3,2.11,53.3,9.09,83.3,26.2,188,12.6,2002,19.5,59,348,1670,4250,52,292,586,1950,2070,2170,1090,2320,1510,984,1090,884,568,593,43500,8800,23300,4660,12400,2970,3500,1700,2340,1050,580
"YM1_6370_6620",523,44,130,222,340,493,395,394,231,109,55,43,31,705,878,970,883,585,348,197,220,239,233,423,619,0.25,24,0.267,25.3,0.337,26.4,2.39,47.8,7.95,119,3.33,2002,5.7,26,327,1750,2890,16,292,387,722,1120,1150,1300,1410,1590,1270,694,515,471,160,7780,2850,6870,2550,5120,2310,3160,1310,2460,1020,523
"YP3_6330_6700",387,54,68,79,144,181,220,163,99,69,58,50,47,527,659,767,554,430,277,161,141,214,160,357,422,27,43,30.2,45,32.6,47.3,34.5,58.2,36.4,80.7,37,2002,36.4,44,171,1510,3500,41,158,214,1430,915,1620,1740,2730,1930,976,723,243,224,120,10900,5620,9350,4070,5690,2990,3130,1240,2060,824,387
"YP4_6720_6750",1020,98,212,339,536,728,626,597,364,179,114,100,78,1380,1730,1940,1540,1070,664,461,422,558,414,864,1200,23.8,70,29.3,72.3,33.2,77.6,37.7,103,53.3,264,45.2,2002,53,77,522,4070,8580,62,432,782,3050,3590,2800,3940,5500,4980,2170,1620,1150,574,566,20400,9250,18600,8340,13400,6620,8010,2710,5390,2030,1020
"PL0_5000_0001",38.3,4.3,7.6,8.2,9.6,12.6,12,14,11,7,6.6,4.7,4,42.8,41.7,57.4,42.1,43.7,34.4,33.1,27.2,36,27.2,35.7,38.6,1,3.4,1,3.67,1.07,3.96,2.52,7.11,8.66,21.4,1.91,2002,2.39,4,16,150,389,3.14,11,145,300,215,337,189,341,239,206,190,162,201,200,1330,745,599,331,306,204,141,99,95.8,63.1,38.3
"PS2_5560_5100",447,46,77,122,169,171,242,244,177,104,61.5,49.5,39.4,568,551,886,710,576,329,171,193,358,217,403,417,1.8,37,2.3,38,2.84,39.7,6.07,45.6,19.6,86.1,14.7,1999,12,34,199,1560,3920,33,193,190,1400,1210,1480,926,3480,1880,1810,490,458,165,205,32200,7140,20000,4510,9640,2690,2940,1330,1860,759,447
"RL1_6180_0001",47.2,4.7,23,22,33,40,36,37.5,22.5,4.9,2.2,1.6,2.5,63.4,73.9,83.2,67.8,53.5,27.6,30,24.3,27.6,28,40.2,47.9,0.27,1.15,0.3,1.22,0.313,1.42,1.09,3.41,7,11.2,0.467,1986,0.822,2.2,33,128,287,1.4,25.4,57.5,102,77.5,155,132,216,148,110,76,89.5,69,23,1890,566,1230,375,607,250,269,119,176,90.4,47.2
"RU5_6030_0001",1750,287,406,789,824,966,964,1160,670,459,281,197,138,2340,2330,2960,2340,1960,1460,898,640,1310,1020,1800,1960,8.8,113,8.8,117,9.76,123,35.2,183,85.1,463,36.6,2002,61.7,134,983,5460,14300,98,834,1500,9120,7500,9000,3570,8950,5570,4160,3200,2780,1680,1380,54600,25700,40700,16300,22500,12000,10200,5040,6840,2910,1750
"JL7_6800_7070",152,20,11,11,12,18,16,20,39,53.1,146,82,48,94.5,112,130,150,154,207,233,201,163,137,152,83.5,0,3.1,-2.37e-15,4.33,0,5.17,-1.21e-13,10.3,0,43.7,0.000099,2005,0,0.82,99,452,808,5.43,110,169,238,104,122,149,125,177,204,300,283,266,281,2540,459,2510,422,1640,315,832,278,778,244,152
"JU4_7000_7300",570,86,108,175,210,251,327,304,238,132,99,94,81,785,796,1080,885,747,436,216,183,349,227,547,607,46,76,46.3,77,47.9,79,55.4,90.6,86.8,140,63.9,1999,70,81,273,1880,4910,77,250,212,1360,2680,3070,1450,3270,1730,2160,650,604,259,292,33900,10000,19000,6280,9080,3630,3170,1750,1920,1110,570
