WKT,OBJECTID,IJK,I,J,K,AQ_TOP,IJ,WL_ABV_AQ,Crit_Surf,Unit,SHAPE_Leng,SHAPE_Area,FID_,IJK_1,I_1,J_1,K_1,Critical_S,IJ_1,Unit_1,WSP20_30,WSP20_40,WSP20_50,WSP20_60,WSP20_70,WSP40_30,WSP40_40,WSP40_50,WSP40_60,WSP40_70,WS_SW40_30,WS_SW40_40,WS_SW40_50,WS_SW40_60,WS_SW40_70,A_WSP20_30,A_WSP20_40,A_WSP20_50,A_WSP20_60,A_WSP20_70,A_WSP40_30,A_WSP40_40,A_WSP40_50,A_WSP40_60,A_WSP40_70,A_SW40_30,A_SW40_40,A_SW40_50,A_SW40_60,A_SW40_70
"POLYGON ((-77.3303299450517 38.1166401052983,-77.3486814451652 38.1165878056609,-77.3487494464122 38.1310861477428,-77.3303943673764 38.1311384573063,-77.3303299450517 38.1166401052983))",6683,143339,20,11,12,50,"1835",-30.4814,81.8,AQAQ,21120,27878400,6665,143339,20,11,12,79.4,1835,AQAQ,46.6842,46.5737,46.4779,46.3914,46.316,42.6676,41.7836,41.2515,40.8867,40.6213,42.6677,42.1324,42.4928,42.8813,43.176,-32.7158,-32.8263,-32.9221,-33.0086,-33.084,-36.7324,-37.6164,-38.1485,-38.5133,-38.7787,-36.7323,-37.2676,-36.9072,-36.5187,-36.224
"POLYGON ((-77.3119784198203 38.1166895779611,-77.3303299450517 38.1166401052983,-77.3303943673764 38.1311384573063,-77.3120392632079 38.1311879393588,-77.3119784198203 38.1166895779611))",6686,143340,20,12,12,40,"1836",-27.5444,73.2,AQAQ,21120,27878400,6668,143340,20,12,12,71.8,1836,AQAQ,40.7631,40.6385,40.529,40.4301,40.3439,36.5828,35.5786,34.9717,34.5554,34.2522,36.5826,35.9809,36.3942,36.8374,37.1734,-31.0369,-31.1615,-31.271,-31.3699,-31.4561,-35.2172,-36.2214,-36.8283,-37.2446,-37.5478,-35.2174,-35.8191,-35.4058,-34.9626,-34.6266
"POLYGON ((-77.2936268708664 38.116736223644,-77.3119784198203 38.1166895779611,-77.3120392632079 38.1311879393588,-77.2936841353031 38.1312345938949,-77.2936268708664 38.116736223644))",6689,143341,20,13,12,33,"1837",-18.4677,60.2,AQAQ,21120,27878400,6671,143341,20,13,12,69.2,1837,AQAQ,36.4445,36.3052,36.1812,36.069,35.9712,32.1658,31.0328,30.3459,29.8742,29.5305,32.1661,31.4977,31.9718,32.4752,32.8564,-32.7555,-32.8948,-33.0188,-33.131,-33.2288,-37.0342,-38.1672,-38.8541,-39.3258,-39.6695,-37.0339,-37.7023,-37.2282,-36.7248,-36.3436
"POLYGON ((-77.2752752995853 38.1167800423418,-77.2936268708664 38.116736223644,-77.2936841353031 38.1312345938949,-77.275328985058 38.1312784209092,-77.2752752995853 38.1167800423418))",6691,143342,20,14,12,24,"1838",-11.791,49,AQAQ,21120,27878400,6673,143342,20,14,12,47.6,1838,AQAQ,31.5508,31.393,31.2516,31.1237,31.0122,27.1406,25.8589,25.0791,24.5428,24.152,27.1408,26.3929,26.9329,27.5037,27.9361,-16.0492,-16.207,-16.3484,-16.4763,-16.5878,-20.4594,-21.7411,-22.5209,-23.0572,-23.448,-20.4592,-21.2071,-20.6671,-20.0963,-19.6639
"POLYGON ((-77.2569237073725 38.1168210340495,-77.2752752995853 38.1167800423418,-77.275328985058 38.1312784209092,-77.2569738138689 38.1313194203969,-77.2569237073725 38.1168210340495))",6694,143343,20,15,12,8,"1839",-8.8296,38.2,AQAQ,21120,27878400,6676,143343,20,15,12,37.4,1839,AQAQ,23.376,23.1849,23.0136,22.8592,22.7249,18.7498,17.2259,16.2935,15.6509,15.1823,18.75,17.8668,18.5052,19.1817,19.6957,-14.024,-14.2151,-14.3864,-14.5408,-14.6751,-18.6502,-20.1741,-21.1065,-21.7491,-22.2177,-18.65,-19.5332,-18.8948,-18.2183,-17.7043
"POLYGON ((-77.2385720956233 38.1168591987627,-77.2569237073725 38.1168210340495,-77.2569738138689 38.1313194203969,-77.2386186231321 38.1313575923536,-77.2385720956233 38.1168591987627))",6697,143344,20,16,12,-7,"1840",-4.4076,26.6,AQAQ,21120,27878400,6679,143344,20,16,12,27.4,1840,AQAQ,16.0053,15.7745,15.5683,15.3832,15.2226,11.077,9.27567,8.16795,7.40307,6.84502,11.0771,10.0356,10.782,11.5775,12.1839,-11.3947,-11.6255,-11.8317,-12.0168,-12.1774,-16.323,-18.12433,-19.23205,-19.99693,-20.55498,-16.3229,-17.3644,-16.618,-15.8225,-15.2161
"POLYGON ((-77.2202204657332 38.1168945364771,-77.2385720956233 38.1168591987627,-77.2386186231321 38.1313575923536,-77.2202634142436 38.1313929367749,-77.2202204657332 38.1168945364771))",6699,143345,20,17,12,-17,"1841",8.8682,8,AQAQ,21120,27878400,6681,143345,20,17,12,7.2,1841,AQAQ,8.93487,8.65261,8.40294,8.18053,7.98811,3.67421,1.5474,0.231873,-0.678316,-1.34295,3.67442,2.43864,3.29873,4.22764,4.93979,1.73487,1.45261,1.20294,0.98053,0.78811,-3.52579,-5.6526,-6.968127,-7.878316,-8.54295,-3.52558,-4.76136,-3.90127,-2.97236,-2.26021
"POLYGON ((-77.2018688190976 38.1169270471888,-77.2202204657332 38.1168945364771,-77.2202634142436 38.1313929367749,-77.2019081885999 38.131425453657,-77.2018688190976 38.1169270471888))",6702,143346,20,18,12,-27,"1842",2.7786,9.8,AQAQ,21120,27878400,6684,143346,20,18,12,8.8,1842,AQAQ,4.76368,4.44559,4.16635,3.9187,3.70497,-0.68642,-3.02638,-4.47931,-5.48593,-6.22138,-0.686261,-2.04982,-1.11893,-0.104571,0.676107,-4.03632,-4.35441,-4.63365,-4.8813,-5.09503,-9.48642,-11.82638,-13.27931,-14.28593,-15.02138,-9.486261,-10.84982,-9.91893,-8.904571,-8.123893
"POLYGON ((-77.1651654811716 38.1169835875899,-77.1835171571119 38.1169567308942,-77.1835529475971 38.1314551429962,-77.1651976926316 38.1314820047892,-77.1651654811716 38.1169835875899))",6708,143348,20,20,12,-50,"1844",12.1873,-7.2,AQAQ,21120,27878400,6690,143348,20,20,12,-1.8,1844,AQAQ,-3.33352,-3.73453,-4.08068,-4.38469,-4.64573,-9.16471,-11.964,-13.7164,-14.9339,-15.8247,-9.16455,-10.8068,-9.73472,-8.54197,-7.61598,-1.53352,-1.93453,-2.28068,-2.58469,-2.84573,-7.36471,-10.164,-11.9164,-13.1339,-14.0247,-7.36455,-9.0068,-7.93472,-6.74197,-5.81598
"POLYGON ((-77.3853092347165 38.101976329508,-77.403657073626 38.1019155605186,-77.4037357808444 38.1164139449618,-77.3853843644569 38.1164747254864,-77.3853092347165 38.101976329508))",7023,143432,21,8,12,67,"1928",-2.7186,82.6,AQAQ,21120,27878400,7005,143432,21,8,12,82,1928,AQAQ,76.0064,75.9397,75.8874,75.8408,75.8002,72.7418,72.246,71.9548,71.7566,71.6127,72.7419,72.4318,72.6278,72.8413,73.0029,-5.9936,-6.0603,-6.1126,-6.1592,-6.1998,-9.2582,-9.754,-10.0452,-10.2434,-10.3873,-9.2581,-9.5682,-9.3722,-9.1587,-8.9971
"POLYGON ((-77.3669613665201 38.1020342720778,-77.3853092347165 38.101976329508,-77.3853843644569 38.1164747254864,-77.3670329187653 38.116532679055,-77.3669613665201 38.1020342720778))",7026,143433,21,9,12,64,"1929",-15.4579,88.8,AQAQ,21120,27878400,7008,143433,21,9,12,83.8,1929,AQAQ,69.4549,69.3803,69.319,69.2639,69.2158,65.9739,65.3934,65.0494,64.8148,64.6443,65.974,65.6179,65.8539,66.1076,66.2994,-14.3451,-14.4197,-14.481,-14.5361,-14.5842,-17.8261,-18.4066,-18.7506,-18.9852,-19.1557,-17.826,-18.1821,-17.9461,-17.6924,-17.5006
"POLYGON ((-77.3486134704314 38.1020893882215,-77.3669613665201 38.1020342720778,-77.3670329187653 38.116532679055,-77.3486814451652 38.1165878056609,-77.3486134704314 38.1020893882215))",7029,143434,21,10,12,61,"1930",-22.4242,89.2,AQAQ,21120,27878400,7011,143434,21,10,12,87.6,1930,AQAQ,62.6908,62.6054,62.5326,62.4667,62.4091,58.984,58.2966,57.8865,57.606,57.4022,58.9841,58.5699,58.8557,59.1597,59.3891,-24.9092,-24.9946,-25.0674,-25.1333,-25.1909,-28.616,-29.3034,-29.7135,-29.994,-30.1978,-28.6159,-29.0301,-28.7443,-28.4403,-28.2109
"POLYGON ((-77.330265547845 38.1021416779331,-77.3486134704314 38.1020893882215,-77.3486814451652 38.1165878056609,-77.3303299450517 38.1166401052983,-77.330265547845 38.1021416779331))",7032,143435,21,11,12,50,"1931",-28.1993,83.4,AQAQ,21120,27878400,7014,143435,21,11,12,85.4,1931,AQAQ,50.6872,50.579,50.484,50.3977,50.3223,46.5957,45.7084,45.1749,44.8091,44.5431,46.5959,46.0686,46.4417,46.8366,47.1347,-34.7128,-34.821,-34.916,-35.0023,-35.0777,-38.8043,-39.6916,-40.2251,-40.5909,-40.8569,-38.8041,-39.3314,-38.9583,-38.5634,-38.2653
"POLYGON ((-77.3119176001553 38.1021911412068,-77.330265547845 38.1021416779331,-77.3303299450517 38.1166401052983,-77.3119784198203 38.1166895779611,-77.3119176001553 38.1021911412068))",7035,143436,21,12,12,50,"1932",-31.3189,80.6,AQAQ,21120,27878400,7017,143436,21,12,12,78.6,1932,AQAQ,44.2254,44.1012,43.9906,43.8898,43.8019,39.962,38.9337,38.313,37.8871,37.5771,39.9623,39.3591,39.7967,40.2567,40.6038,-34.3746,-34.4988,-34.6094,-34.7102,-34.7981,-38.638,-39.6663,-40.287,-40.7129,-41.0229,-38.6377,-39.2409,-38.8033,-38.3433,-37.9962
"POLYGON ((-77.2935696287569 38.102237778037,-77.3119176001553 38.1021911412068,-77.3119784198203 38.1166895779611,-77.2936268708664 38.116736223644,-77.2935696287569 38.102237778037))",7038,143437,21,13,12,44,"1933",-28.685,72.8,AQAQ,21120,27878400,7020,143437,21,13,12,80.6,1933,AQAQ,38.5644,38.4217,38.2926,38.175,38.0722,34.085,32.8896,32.1656,31.6684,31.3063,34.0852,33.3964,33.9141,34.4527,34.8585,-42.0356,-42.1783,-42.3074,-42.425,-42.5278,-46.515,-47.7104,-48.4344,-48.9316,-49.2937,-46.5148,-47.2036,-46.6859,-46.1473,-45.7415
"POLYGON ((-77.2752216350444 38.1022815884186,-77.2935696287569 38.102237778037,-77.2936268708664 38.116736223644,-77.2752752995853 38.1167800423418,-77.2752216350444 38.1022815884186))",7041,143438,21,14,12,31,"1934",-24.4556,63.6,AQAQ,21120,27878400,7023,143438,21,14,12,68.4,1934,AQAQ,33.1338,32.9703,32.8211,32.6851,32.5663,28.4449,27.072,26.2379,25.6645,25.2468,28.445,27.6641,28.2643,28.8851,29.3526,-35.2662,-35.4297,-35.5789,-35.7149,-35.8337,-39.9551,-41.328,-42.1621,-42.7355,-43.1532,-39.955,-40.7359,-40.1357,-39.5149,-39.0474
"POLYGON ((-77.2568736204125 38.1023225723467,-77.2752216350444 38.1022815884186,-77.2752752995853 38.1167800423418,-77.2569237073725 38.1168210340495,-77.2568736204125 38.1023225723467))",7044,143439,21,15,12,11,"1935",-14.1346,45.2,AQAQ,21120,27878400,7026,143439,21,15,12,47.6,1935,AQAQ,24.5228,24.3214,24.137,23.9693,23.823,19.4857,17.8132,16.7921,16.0888,15.5761,19.4859,18.546,19.279,20.0355,20.6061,-23.0772,-23.2786,-23.463,-23.6307,-23.777,-28.1143,-29.7868,-30.8079,-31.5112,-32.0239,-28.1141,-29.054,-28.321,-27.5645,-26.9939
"POLYGON ((-77.2385255862555 38.1023607298168,-77.2568736204125 38.1023225723467,-77.2569237073725 38.1168210340495,-77.2385720956233 38.1168591987627,-77.2385255862555 38.1023607298168))",7046,143440,21,16,12,-5,"1936",-0.6246,24.6,AQAQ,21120,27878400,7028,143440,21,16,12,21.8,1936,AQAQ,17.0519,16.8115,16.5918,16.393,16.2196,11.6879,9.72663,8.52405,7.69446,7.08939,11.688,10.5904,11.4444,12.3285,12.9969,-4.7481,-4.9885,-5.2082,-5.407,-5.5804,-10.1121,-12.07337,-13.27595,-14.10554,-14.71061,-10.112,-11.2096,-10.3556,-9.4715,-8.8031
"POLYGON ((-77.2201775339683 38.1023960608246,-77.2385255862555 38.1023607298168,-77.2385720956233 38.1168591987627,-77.2202204657332 38.1168945364771,-77.2201775339683 38.1023960608246))",7049,143441,21,17,12,-16,"1937",-4.0627,22.8,AQAQ,21120,27878400,7031,143441,21,17,12,22.8,1937,AQAQ,11.2089,10.9311,10.6789,10.4516,10.2538,5.60176,3.38583,2.02169,1.07951,0.391818,5.60192,4.36167,5.31521,6.30838,7.06168,-11.5911,-11.8689,-12.1211,-12.3484,-12.5462,-17.19824,-19.41417,-20.77831,-21.72049,-22.408182,-17.19808,-18.43833,-17.48479,-16.49162,-15.73832
"POLYGON ((-77.2018294649454 38.1024285653662,-77.2201775339683 38.1023960608246,-77.2202204657332 38.1168945364771,-77.2018688190976 38.1169270471888,-77.2018294649454 38.1024285653662))",7052,143442,21,18,12,-27,"1938",0.5871,13.6,AQAQ,21120,27878400,7034,143442,21,18,12,11.2,1938,AQAQ,6.1373,5.82146,5.53702,5.28188,5.06053,0.325108,-2.13005,-3.64767,-4.69739,-5.46403,0.325243,-1.05143,-0.0106858,1.08184,1.91362,-5.0627,-5.37854,-5.66298,-5.91812,-6.13947,-10.874892,-13.33005,-14.84767,-15.89739,-16.66403,-10.874757,-12.25143,-11.2106858,-10.11816,-9.28638
"POLYGON ((-77.1834813805813 38.1024582434381,-77.2018294649454 38.1024285653662,-77.2018688190976 38.1169270471888,-77.1835171571119 38.1169567308942,-77.1834813805813 38.1024582434381))",7056,143443,21,19,12,-38,"1939",3.3143,6.8,AQAQ,21120,27878400,7038,143443,21,19,12,2.8,1939,AQAQ,1.72058,1.36694,1.05099,0.768911,0.524751,-4.26879,-6.95052,-8.61464,-9.76729,-10.6096,-4.26866,-5.77476,-4.65428,-3.46917,-2.56362,-1.07942,-1.43306,-1.74901,-2.031089,-2.275249,-7.06879,-9.75052,-11.41464,-12.56729,-13.4096,-7.06866,-8.57476,-7.45428,-6.26917,-5.36362
"POLYGON ((-77.440266829357 38.0872871091207,-77.4586109960117 38.0872178740584,-77.4587004006885 38.1017162951019,-77.4403526580065 38.1017855433083,-77.440266829357 38.0872871091207))",7369,143525,22,5,12,83,"2021",0.94,110.2,AQAQ,21120,27878400,7351,143525,22,5,12,105,2021,AQAQ,106.281,106.231,106.202,106.178,106.157,104.228,103.954,103.801,103.698,103.624,104.228,104.047,104.143,104.253,104.336,1.281,1.231,1.202,1.178,1.157,-0.772,-1.046,-1.199,-1.302,-1.376,-0.772,-0.953,-0.857,-0.747,-0.664
"POLYGON ((-77.3852341342629 38.0874778591069,-77.4035783970889 38.0874171016522,-77.403657073626 38.1019155605186,-77.3853092347165 38.101976329508,-77.3852341342629 38.0874778591069))",7377,143528,22,8,12,73,"2024",3.907,79,AQAQ,21120,27878400,7358,143528,22,8,12,76.6,2024,AQAQ,79.3998,79.3396,79.2919,79.2493,79.2121,76.2977,75.8417,75.5739,75.3918,75.2596,76.2978,76.0175,76.2031,76.4019,76.5516,2.7998,2.7396,2.6919,2.6493,2.6121,-0.3023,-0.7583,-1.0261,-1.2082,-1.3404,-0.3022,-0.5825,-0.3969,-0.1981,-0.0484
"POLYGON ((-77.3668898421672 38.0875357906785,-77.3852341342629 38.0874778591069,-77.3853092347165 38.101976329508,-77.3669613665201 38.1020342720778,-77.3668898421672 38.0875357906785))",7380,143529,22,9,12,69,"2025",-9.6104,86.2,AQAQ,21120,27878400,7361,143529,22,9,12,84.4,2025,AQAQ,73.1462,73.079,73.0228,72.9721,72.9277,69.824,69.2866,68.9682,68.7512,68.5934,69.8241,69.5012,69.7269,69.965,70.144,-11.2538,-11.321,-11.3772,-11.4279,-11.4723,-14.576,-15.1134,-15.4318,-15.6488,-15.8066,-14.5759,-14.8988,-14.6731,-14.435,-14.256
"POLYGON ((-77.3485455221955 38.0875908963605,-77.3668898421672 38.0875357906785,-77.3669613665201 38.1020342720778,-77.3486134704314 38.1020893882215,-77.3485455221955 38.0875908963605))",7383,143530,22,10,12,66,"2026",-20.2142,90.8,AQAQ,21120,27878400,7364,143530,22,10,12,94.8,2026,AQAQ,66.9398,66.8623,66.7949,66.7335,66.6797,63.3499,62.7048,62.3203,62.0576,61.8666,63.35,62.9708,63.2492,63.5388,63.7561,-27.8602,-27.9377,-28.0051,-28.0665,-28.1203,-31.4501,-32.0952,-32.4797,-32.7424,-32.9334,-31.45,-31.8292,-31.5508,-31.2612,-31.0439
"POLYGON ((-77.3302011757415 38.0876431761469,-77.3485455221955 38.0875908963605,-77.3486134704314 38.1020893882215,-77.330265547845 38.1021416779331,-77.3302011757415 38.0876431761469))",7386,143531,22,11,12,51,"2027",-19.856,82,AQAQ,21120,27878400,7367,143531,22,11,12,78.2,2027,AQAQ,57.8989,57.8027,57.7163,57.6373,57.5681,53.9483,53.1264,52.6333,52.2958,52.0502,53.9484,53.4745,53.8361,54.2086,54.4878,-20.3011,-20.3973,-20.4837,-20.5627,-20.6319,-24.2517,-25.0736,-25.5667,-25.9042,-26.1498,-24.2516,-24.7255,-24.3639,-23.9914,-23.7122
"POLYGON ((-77.3118568041989 38.0876926300319,-77.3302011757415 38.0876431761469,-77.330265547845 38.1021416779331,-77.3119176001553 38.1021911412068,-77.3118568041989 38.0876926300319))",7389,143532,22,12,12,50,"2028",-28.3418,83.4,AQAQ,21120,27878400,7370,143532,22,12,12,86.6,2028,AQAQ,50.2393,50.1234,50.0173,49.92,49.8346,45.9574,44.9509,44.3446,43.929,43.6266,45.9574,45.3878,45.8385,46.2983,46.6424,-36.3607,-36.4766,-36.5827,-36.68,-36.7654,-40.6426,-41.6491,-42.2554,-42.671,-42.9734,-40.6426,-41.2122,-40.7615,-40.3017,-39.9576
"POLYGON ((-77.2935124089615 38.0877392580098,-77.3118568041989 38.0876926300319,-77.3119176001553 38.1021911412068,-77.2935696287569 38.102237778037,-77.2935124089615 38.0877392580098))",7392,143533,22,13,12,46,"2029",-30.9943,79.4,AQAQ,21120,27878400,7373,143533,22,13,12,77.8,2029,AQAQ,42.9295,42.7912,42.663,42.545,42.4414,38.3334,37.1204,36.3873,35.8843,35.518,38.3334,37.659,38.2104,38.7681,39.1849,-34.8705,-35.0088,-35.137,-35.255,-35.3586,-39.4666,-40.6796,-41.4127,-41.9157,-42.282,-39.4666,-40.141,-39.5896,-39.0319,-38.6151
"POLYGON ((-77.2751679914231 38.0877830600757,-77.2935124089615 38.0877392580098,-77.2935696287569 38.102237778037,-77.2752216350444 38.1022815884186,-77.2751679914231 38.0877830600757))",7395,143534,22,14,12,19,"2030",-14.2129,54.6,AQAQ,21120,27878400,7376,143534,22,14,12,54.2,2030,AQAQ,33.9953,33.8253,33.666,33.5195,33.3909,28.9629,27.4682,26.5615,25.9386,25.4847,28.9629,28.1445,28.8305,29.5203,30.0359,-20.2047,-20.3747,-20.534,-20.6805,-20.8091,-25.2371,-26.7318,-27.6385,-28.2614,-28.7153,-25.2371,-26.0555,-25.3695,-24.6797,-24.1641
"POLYGON ((-77.2568235529773 38.0878240362246,-77.2751679914231 38.0877830600757,-77.2752216350444 38.1022815884186,-77.2568736204125 38.1023225723467,-77.2568235529773 38.0878240362246))",7398,143535,22,15,12,-1,"2031",-2.5891,33.8,AQAQ,21120,27878400,7379,143535,22,15,12,35.4,2031,AQAQ,24.1274,23.9145,23.7144,23.531,23.3702,18.6446,16.794,15.6664,14.8903,14.3246,18.6446,17.643,18.4939,19.348,19.9873,-11.2726,-11.4855,-11.6856,-11.869,-12.0298,-16.7554,-18.606,-19.7336,-20.5097,-21.0754,-16.7554,-17.757,-16.9061,-16.052,-15.4127
"POLYGON ((-77.2384790950181 38.0878621864519,-77.2568235529773 38.0878240362246,-77.2568736204125 38.1023225723467,-77.2385255862555 38.1023607298168,-77.2384790950181 38.0878621864519))",7400,143536,22,16,12,-8,"2032",5.5403,19.8,AQAQ,21120,27878400,7381,143536,22,16,12,19,2032,AQAQ,17.8072,17.5626,17.3333,17.1237,16.9402,12.0746,9.97896,8.69787,7.81515,7.17142,12.0747,10.9445,11.9037,12.8685,13.5919,-1.1928,-1.4374,-1.6667,-1.8763,-2.0598,-6.9254,-9.02104,-10.30213,-11.18485,-11.82858,-6.9253,-8.0555,-7.0963,-6.1315,-5.4081
"POLYGON ((-77.2201346189391 38.0878975107535,-77.2384790950181 38.0878621864519,-77.2385255862555 38.1023607298168,-77.2201775339683 38.1023960608246,-77.2201346189391 38.0878975107535))",7402,143537,22,17,12,-16,"2033",-0.113,20.4,AQAQ,21120,27878400,7383,143537,22,17,12,15.8,2033,AQAQ,12.3341,12.0574,11.7993,11.5641,11.3585,6.36242,4.03213,2.60317,1.61755,0.898405,6.36258,5.10855,6.16802,7.23714,8.04047,-3.4659,-3.7426,-4.0007,-4.2359,-4.4415,-9.43758,-11.76787,-13.19683,-14.18245,-14.901595,-9.43742,-10.69145,-9.63198,-8.56286,-7.75953
"POLYGON ((-77.2017901261342 38.0879300091253,-77.2201346189391 38.0878975107535,-77.2201775339683 38.1023960608246,-77.2018294649454 38.1024285653662,-77.2017901261342 38.0879300091253))",7405,143538,22,18,12,-27,"2034",-3.0198,18.4,AQAQ,21120,27878400,7386,143538,22,18,12,22.2,2034,AQAQ,6.94009,6.62705,6.33729,6.07439,5.8451,0.762928,-1.81168,-3.39649,-4.49108,-5.29019,0.763076,-0.621005,0.537494,1.71247,2.59796,-15.25991,-15.57295,-15.86271,-16.12561,-16.3549,-21.437072,-24.01168,-25.59649,-26.69108,-27.49019,-21.436924,-22.821005,-21.662506,-20.48753,-19.60204
"POLYGON ((-77.1834456179972 38.0879596815639,-77.2017901261342 38.0879300091253,-77.2018294649454 38.1024285653662,-77.1834813805813 38.1024582434381,-77.1834456179972 38.0879596815639))",7409,143539,22,19,12,-38,"2035",6.9223,4.2,AQAQ,21120,27878400,7389,143539,22,19,12,-3.8,2035,AQAQ,2.29599,1.94714,1.62677,1.3374,1.08556,-4.05453,-6.85615,-8.58706,-9.78415,-10.6586,-4.05438,-5.5608,-4.31464,-3.04345,-2.08245,6.09599,5.74714,5.42677,5.1374,4.88556,-0.25453,-3.05615,-4.78706,-5.98415,-6.8586,-0.25438,-1.7608,-0.51464,0.75655,1.71755
"POLYGON ((-77.4401810341582 38.0727886014446,-77.4585216261793 38.0727193795257,-77.4586109960117 38.0872178740584,-77.440266829357 38.0872871091207,-77.4401810341582 38.0727886014446))",7721,143621,23,5,12,87,"2117",4.126,112,AQAQ,21120,27878400,7701,143621,23,5,12,109.6,2117,AQAQ,110.823,110.779,110.754,110.733,110.716,109.034,108.8,108.671,108.585,108.523,109.034,108.88,108.963,109.056,109.127,1.223,1.179,1.154,1.133,1.116,-0.566,-0.8,-0.929,-1.015,-1.077,-0.566,-0.72,-0.637,-0.544,-0.473
"POLYGON ((-77.4218404087059 38.072854998038,-77.4401810341582 38.0727886014446,-77.440266829357 38.0872871091207,-77.4219226292515 38.0873535183211,-77.4218404087059 38.072854998038))",7724,143622,23,6,12,85,"2118",-7.043,111.4,AQAQ,21120,27878400,7704,143622,23,6,12,108.6,2118,AQAQ,99.4955,99.45,99.4203,99.3951,99.3733,97.3389,97.0573,96.8978,96.7904,96.7128,97.339,97.1595,97.2667,97.3837,97.4719,-9.1045,-9.15,-9.1797,-9.2049,-9.2267,-11.2611,-11.5427,-11.7022,-11.8096,-11.8872,-11.261,-11.4405,-11.3333,-11.2163,-11.1281
"POLYGON ((-77.4034997512153 38.0729185692985,-77.4218404087059 38.072854998038,-77.4219226292515 38.0873535183211,-77.4035783970889 38.0874171016522,-77.4034997512153 38.0729185692985))",7727,143623,23,7,12,81,"2119",-2.2284,96.8,AQAQ,21120,27878400,7707,143623,23,7,12,95.2,2119,AQAQ,90.4559,90.4087,90.3742,90.344,90.3177,87.9718,87.6414,87.4504,87.3212,87.2275,87.972,87.767,87.8994,88.0413,88.1481,-4.7441,-4.7913,-4.8258,-4.856,-4.8823,-7.2282,-7.5586,-7.7496,-7.8788,-7.9725,-7.228,-7.433,-7.3006,-7.1587,-7.0519
"POLYGON ((-77.3851590630791 38.0729793152191,-77.4034997512153 38.0729185692985,-77.4035783970889 38.0874171016522,-77.3852341342629 38.0874778591069,-77.3851590630791 38.0729793152191))",7730,143624,23,8,12,78,"2120",2.8019,83,AQAQ,21120,27878400,7709,143624,23,8,12,83,2120,AQAQ,82.7783,82.7277,82.6873,82.6509,82.6192,79.9515,79.5606,79.3314,79.1756,79.0625,79.9516,79.7157,79.8794,80.0517,80.1809,-0.2217,-0.2723,-0.3127,-0.3491,-0.3808,-3.0485,-3.4394,-3.6686,-3.8244,-3.9375,-3.0484,-3.2843,-3.1206,-2.9483,-2.8191
"POLYGON ((-77.3668183456903 38.073037235793,-77.3851590630791 38.0729793152191,-77.3852341342629 38.0874778591069,-77.3668898421672 38.0875357906785,-77.3668183456903 38.073037235793))",7733,143625,23,9,12,75,"2121",-5.0747,84.8,AQAQ,21120,27878400,7712,143625,23,9,12,84.4,2121,AQAQ,76.9706,76.9144,76.8667,76.8232,76.7851,73.9782,73.5156,73.2417,73.055,72.9193,73.9783,73.7066,73.9075,74.1153,74.2708,-7.4294,-7.4856,-7.5333,-7.5768,-7.6149,-10.4218,-10.8844,-11.1583,-11.345,-11.4807,-10.4217,-10.6934,-10.4925,-10.2847,-10.1292
"POLYGON ((-77.3484776004418 38.0730923310139,-77.3668183456903 38.073037235793,-77.3668898421672 38.0875357906785,-77.3485455221955 38.0875908963605,-77.3484776004418 38.0730923310139))",7736,143626,23,10,12,71,"2122",-22.9871,96.8,AQAQ,21120,27878400,7715,143626,23,10,12,97.8,2122,AQAQ,70.7159,70.6484,70.5882,70.5329,70.4842,67.3284,66.743,66.3941,66.1558,65.9826,67.3285,66.9946,67.258,67.5255,67.7249,-27.0841,-27.1516,-27.2118,-27.2671,-27.3158,-30.4716,-31.057,-31.4059,-31.6442,-31.8174,-30.4715,-30.8054,-30.542,-30.2745,-30.0751
"POLYGON ((-77.3301368287265 38.0731446008756,-77.3484776004418 38.0730923310139,-77.3485455221955 38.0875908963605,-77.3302011757415 38.0876431761469,-77.3301368287265 38.0731446008756))",7739,143627,23,11,12,58,"2123",-16.9218,84.8,AQAQ,21120,27878400,7718,143627,23,11,12,85.8,2123,AQAQ,64.2048,64.1223,64.0462,63.976,63.914,60.4126,59.6719,59.2286,58.9254,58.7049,60.4127,60.001,60.3434,60.6862,60.941,-21.5952,-21.6777,-21.7538,-21.824,-21.886,-25.3874,-26.1281,-26.5714,-26.8746,-27.0951,-25.3873,-25.799,-25.4566,-25.1138,-24.859
"POLYGON ((-77.3117960319373 38.0731940453723,-77.3301368287265 38.0731446008756,-77.3302011757415 38.0876431761469,-77.3118568041989 38.0876926300319,-77.3117960319373 38.0731940453723))",7742,143628,23,12,12,50,"2124",-18.4363,78.2,AQAQ,21120,27878400,7721,143628,23,12,12,79.2,2124,AQAQ,55.2934,55.1872,55.0873,54.9946,54.9129,51.03,50.0598,49.4766,49.0772,48.7865,51.0301,50.5024,50.9592,51.412,51.7482,-23.9066,-24.0128,-24.1127,-24.2054,-24.2871,-28.17,-29.1402,-29.7234,-30.1228,-30.4135,-28.1699,-28.6976,-28.2408,-27.788,-27.4518
