"","Overall.Mean.Flow","Jan..Low.Flow","Feb..Low.Flow","Mar..Low.Flow","Apr..Low.Flow","May.Low.Flow","Jun..Low.Flow","Jul..Low.Flow","Aug..Low.Flow","Sep..Low.Flow","Oct..Low.Flow","Nov..Low.Flow","Dec..Low.Flow","Jan..Mean.Flow","Feb..Mean.Flow","Mar..Mean.Flow","Apr..Mean.Flow","May.Mean.Flow","Jun..Mean.Flow","Jul..Mean.Flow","Aug..Mean.Flow","Sep..Mean.Flow","Oct..Mean.Flow","Nov..Mean.Flow","Dec..Mean.Flow","Min..1.Day.Min","Med..1.Day.Min.","Min..3.Day.Min","Med..3.Day.Min.","Min..7.Day.Min","Med..7.Day.Min.","Min..30.Day.Min","Med..30.Day.Min.","Min..90.Day.Min","Med..90.Day.Min.","X7Q10","Year.of.90.Day.Low.Flow","X1..Non.Exceedance","X5..Non.Exceedance","X50..Non.Exceedance","X95..Non.Exceedance","X99..Non.Exceedance","Sept..10..Non.Exceedance","Mean.Baseflow","Jan..High.Flow","Feb..High.Flow","Mar..High.Flow","Apr..High.Flow","May.High.Flow","Jun..High.Flow","Jul..High.Flow","Aug..High.Flow","Sep..High.Flow","Oct..High.Flow","Nov..High.Flow","Dec..High.Flow","Max..1.Day.Max","Med..1.Day.Max.","Max..3.Day.Max","Med..3.Day.Max.","Max..7.Day.Max","Med..7.Day.Max.","Max..30.Day.Max","Med..30.Day.Max.","Max..90.Day.Max","Med..90.Day.Max.","Drought.Year.Mean"
"NR6_8640_8500",2780,674,843,1480,1450,2200,2630,2070,1750,1510,1050,913,858,3310,4140,4690,3950,2900,2530,1800,1830,1930,1810,2190,2330,252,636,256,643,262,672,335,774,692,1080,373,1988,470,668,1930,7160,15800,720,1880,1520,3690,3430,8300,6600,10700,8120,6820,3140,2710,1910,2050,58000,29900,36700,23100,21700,14000,10800,6890,8240,4770,2780
"NR3_8690_8500",393,112,120,221,230,288,387,261,197,169,137,115,114,478,587,655,557,391,354,239,243,297,248,338,347,16.5,61.1,17,62.9,18.1,66.2,27.8,85.6,91.1,154,34.7,2002,51.1,81.9,268,995,2520,72.1,254,237,912,534,1390,796,1640,1220,810,497,319,261,327,7770,5060,4910,3080,3470,1740,1840,913,1250,645,393
"NR5_8700_8640",277,45.5,45.9,68.5,141,249,286,212,196,156,104,68.3,42.7,312,463,510,447,337,267,186,149,159,142,159,204,16.2,32.1,16.4,32.9,17.1,34.3,19.9,45.2,30.4,76.5,19.9,1999,23.2,33.4,171,767,1930,37.2,180,111,150,319,1010,860,1030,968,660,459,240,176,141,8680,3680,4960,2350,2820,1420,1500,658,993,522,277
"NR3_8740_8500",124,34.5,37.6,69.2,69.1,94.7,122,81.8,63.3,51,41.8,34.3,35.7,151,184,204,172,124,111,77.4,79.7,96.3,78.9,109,110,5.75,18.7,5.91,19.6,6.3,20.4,9.66,26.1,31.1,50.5,11.6,1986,17,26.4,84.7,313,833,22.8,78.3,102,339,190,490,294,572,382,264,149,101,88.4,100,2860,1770,1560,1070,1030,552,569,283,385,201,124
"NR5_8760_8640",2470,639,808,1370,1280,1920,2320,1830,1500,1340,949,863,756,2970,3640,4140,3460,2530,2240,1600,1660,1770,1660,2030,2110,232,582,236,595,242,612,310,745,645,1010,341,1988,437,618,1730,6400,13900,669,1670,1450,3330,3060,7540,6260,8740,6600,5330,2650,2430,1720,1930,53700,26500,35300,18100,20500,11900,9280,6190,7370,4190,2470
"NR1_8820_8760",155,29.3,31.1,68.8,86.4,129,151,120,99.6,76.3,51.1,38.8,28.2,184,266,288,238,173,138,97.3,84.9,87.9,82.2,99.5,127,9.75,19.2,9.92,20,10.4,21.3,14.5,27.3,24.6,50.8,13.3,1988,16.4,23.9,100,426,970,23.6,99.8,57.9,114,166,547,590,654,558,419,246,124,101,85.2,4260,1870,2490,1160,1410,710,819,367,551,284,155
"NR5_8870_8760",2250,612,766,1270,1200,1710,2090,1650,1330,1200,883,778,708,2710,3270,3730,3110,2270,2030,1460,1540,1640,1530,1890,1920,215,518,219,527,225,555,287,697,604,942,316,1988,407,577,1580,5720,12800,626,1510,1360,3200,2690,6790,5770,8120,5890,5080,2450,2230,1550,1790,51700,23400,34200,16800,19500,10800,8210,5510,6740,3780,2250
"NR1_8960_8870",118,25.7,36.7,57.8,58.7,88.3,117,86.6,70.3,57.6,42.5,39.2,31.5,140,186,213,168,117,103,75.7,76.9,80.5,72.9,93.2,101,5.43,19.8,5.61,20.4,6.05,21.8,9.51,29.7,27,48.6,9.8,2002,14.6,25.2,81.5,305,688,26.4,78.6,63.8,139,145,381,377,449,334,272,134,105,85.6,88.6,2770,1080,1460,852,940,573,550,279,370,216,118
"NR1_9030_9080",114,23.7,35.5,57.2,55.6,77.6,112,84.4,61.2,48,35.1,32.2,28.6,136,186,210,160,112,96,68.1,70.7,72.5,69.7,89,98.7,5.08,16.4,5.3,17.1,5.76,18.4,9.06,26.7,25.1,43.3,8.69,1988,12.7,23,76.3,296,675,23.8,72.6,58.7,127,174,423,470,507,322,260,122,93.8,86.8,83.1,2700,1060,1660,749,916,489,546,292,358,203,114
"NR5_9050_8870",1780,510,611,976,965,1290,1590,1310,1070,943,727,640,568,2150,2570,2940,2440,1800,1610,1160,1230,1290,1230,1500,1510,190,417,194,426,201,446,248,569,481,778,271,1988,336,468,1250,4540,9980,518,1190,1180,2450,2570,5250,4790,7220,4840,3970,2160,1700,1300,1410,44700,17300,30800,14500,17000,9350,6460,4250,5500,3020,1780
"NR5_9080_9050",1550,452,540,838,863,1090,1380,1150,942,821,642,565,488,1880,2240,2540,2120,1580,1410,1020,1080,1130,1080,1310,1320,174,363,177,371,185,388,226,492,423,689,247,1988,303,418,1090,3960,8750,458,1030,1060,2120,2220,4530,4360,6540,4330,3570,1950,1540,1160,1240,39100,15400,27600,12600,15100,7980,5580,3630,4860,2630,1550
"NR4_9130_9080",1260,386,454,680,699,853,1090,923,770,660,541,476,422,1530,1790,2010,1700,1290,1160,836,889,939,892,1080,1060,156,301,159,307,166,323,199,424,353,584,218,1988,261,353,886,3230,7140,384,832,1010,1730,1710,3390,3560,5340,3390,3100,1470,1250,980,1110,34500,14000,24000,10300,12800,6540,4600,2790,4000,2120,1260
"NR1_9150_9050",190,44.3,57.9,93.9,91.9,135,169,131,94.4,79.7,63.8,55.8,49.5,233,273,328,265,181,167,120,132,138,125,165,162,10,34.2,10.4,35.4,11.1,37.9,15.9,53,40.8,76.4,17.6,2002,24.9,41.1,128,467,1230,45.4,122,107,310,247,432,468,814,532,351,217,171,137,139,5910,2900,3450,1810,1810,949,833,474,573,333,190
"NR3_9170_9130",525,153,190,281,276,350,477,395,315,275,214,188,164,644,772,862,716,545,478,334,357,369,357,437,449,56.5,116,58,119,61.1,126,75.9,164,137,230,82.1,1988,102,138,365,1370,3070,152,347,347,761,671,1560,1610,2040,1200,1400,553,476,382,386,15700,6050,10500,4120,5510,2570,1870,1200,1710,900,525
"NR3_9190_9170",99.2,27.7,34.8,52.3,50,65,91.1,74.5,57.9,51.6,40.2,34.7,29.4,122,149,165,135,103,89.6,62.6,67,68.5,66.1,81.6,85.1,9.92,22.1,10.2,22.5,10.8,23.7,13.8,30.2,25.5,43.5,14.4,1988,18.2,25.4,68.3,253,575,28.2,65,61.3,173,140,345,362,344,213,266,99.7,90.6,76.5,70.4,3190,1200,1950,785,1040,504,364,235,324,171,99.2
"NR3_9240_9130",644,211,236,348,351,441,529,457,397,332,282,266,221,772,883,988,856,653,600,443,471,508,475,567,536,92.5,168,94.2,170,97.7,174,113,228,193,317,125,1988,145,191,455,1630,3770,208,420,584,907,930,1640,1630,2520,1840,1430,749,630,666,658,15600,7440,12200,5430,6550,3190,2540,1460,2020,1070,644
"NR2_9250_9170",273,80.5,98.2,145,141,179,249,202,160,142,110,95.5,80.7,338,401,443,371,284,248,173,185,195,185,226,234,27.5,58.2,28.2,59.2,29.8,62.4,38,82.2,72.4,122,40.6,1988,50.8,70.6,190,702,1580,78.6,178,207,428,376,838,955,981,573,711,281,264,234,216,9010,3370,5610,2200,2960,1320,993,624,907,467,273
"NR3_9310_9240",409,136,151,216,212,285,336,293,250,213,183,166,138,487,552,617,543,415,382,286,301,333,307,359,339,58.1,108,59.2,109,61.3,112,71.6,143,124,209,81.1,2001,93,122,290,1050,2340,131,263,402,705,617,1170,1080,1700,1110,883,469,451,400,494,10800,5040,7810,3300,4190,1930,1750,900,1310,677,409
"OD3_8340_8520",515,66.7,83.8,167,253,453,444,323,203,136,83.2,63.2,49,654,831,1100,792,505,405,200,204,413,312,351,437,0.248,31,0.577,32.7,1.35,36.7,4.5,55.6,22.5,100,6.97,2002,8.59,32.6,269,1590,4620,32.7,268,237,873,1450,1890,1660,3330,2120,746,377,279,209,194,36600,7830,21000,5070,12500,2880,3660,1450,2150,1030,515
"OD3_8520_8621",561,73.7,90.4,183,277,494,479,352,213,143,87.4,68.8,53.6,712,909,1200,863,549,438,217,221,447,339,384,478,1.03,35.9,1.43,37.9,2.28,42.6,5.23,59,25,109,7.14,2002,9.87,35.5,293,1770,5090,35.4,289,259,968,1590,1870,1740,3320,2290,837,404,293,224,210,36100,8090,23400,5500,13500,3070,3930,1580,2350,1120,561
"OD2_8560_8630",296,47.6,47.7,47.7,49.2,51.5,51.9,49.9,50.1,49.6,49.3,48,47.6,267,330,433,446,340,311,244,228,239,245,232,246,45.2,45.8,68.1,84.2,93.6,129,93.4,126,102,155,102,1985,45.7,48.4,217,742,1310,49.7,54.4,214,221,267,466,530,687,686,559,447,296,285,261,2620,1300,2010,1130,1650,752,1320,564,908,492,296
"OD6_8621_8470",3530,693,985,1470,1840,2990,3370,2510,1880,1450,1020,780,693,4200,5090,6750,5550,3650,3040,1830,1870,2730,2400,2370,3000,220,496,221,512,226,537,245,674,424,1070,295,2002,308,511,2120,10800,24700,602,2070,1910,6000,6020,8960,9160,15200,10200,6410,3630,2630,1700,1800,83600,28700,73700,24000,52200,16800,18300,8410,12700,5790,3530
"OD3_8630_8720",454,57.2,72.2,103,130,202,196,121,104,68.2,55.5,59.6,61,482,595,773,685,483,430,295,287,362,331,348,395,22.5,45.5,37.1,66.5,60.3,110,68.7,127,83.3,167,75.2,1985,45.7,72.8,292,1250,2470,80.5,145,450,926,964,991,895,2340,1150,859,702,475,361,283,8480,4420,5880,2800,3720,1880,2280,1050,1510,790,454
"OD6_8660_8621",2960,597,897,1260,1460,2340,2740,2100,1610,1300,885,712,637,3480,4160,5540,4650,3080,2590,1600,1650,2280,2040,1980,2510,217,453,218,464,222,493,239,626,398,967,279,2002,295,469,1820,9050,20500,555,1740,1720,5330,4810,7010,6500,12000,8480,5340,3070,2130,1490,1600,57800,22600,52800,19300,39300,13100,14900,6490,10300,4650,2960
"OD2_8670_8890",114,16.4,25,36.8,59.6,97.5,99.2,68.2,47.7,34.4,22.4,19.4,14.6,144,178,234,170,111,94.2,49.3,51.4,95,72.4,78.6,98.8,2.88,9.47,2.95,9.83,3.1,10.5,3.75,15.3,8.24,27.1,4.63,2002,4.98,10.8,61.3,315,1060,10.3,60.6,68.1,283,300,444,380,1030,309,184,171,90.5,59.2,63.9,8390,2230,5160,1170,2630,610,797,315,445,211,114
"OD3_8710_8470",399,19.6,108,153,240,375,316,278,73.8,58.6,34.8,17.2,19.1,597,674,892,650,299,273,139,136,311,243,255,344,1.75,10.7,1.89,11.4,2.21,13.7,4.25,19.3,13.8,53.8,3.56,2002,5.2,12.1,221,1320,3100,7.64,216,215,510,625,1420,1530,2240,1810,562,191,132,276,175,24800,6380,15000,3530,7970,2540,2800,1070,1780,780,399
"OD3_8720_8900",669,104,155,247,300,417,428,276,232,174,132,109,120,758,924,1180,985,683,604,394,398,537,471,507,603,57.3,81.6,63.5,92.7,77.8,129,96,151,121,211,88.2,1986,80.8,118,413,1850,4340,128,308,605,1700,1330,1660,1380,4240,1800,1380,807,610,444,408,15900,8000,10200,4620,6030,2910,3330,1570,2220,1120,669
"OD5_8770_8780",2540,520,773,1070,1200,2000,2210,1720,1340,1130,821,670,580,2960,3490,4730,3900,2650,2270,1430,1480,2000,1740,1720,2150,206,405,213,419,214,469,231,579,377,896,264,2002,277,431,1580,7260,17400,514,1500,1570,4980,4270,6030,5470,10300,6210,4330,2580,1880,1390,1520,72300,22800,50700,18300,30700,11500,12600,5980,8520,3870,2540
"OD5_8780_8660",2770,555,851,1150,1330,2190,2450,1910,1480,1200,864,695,606,3250,3850,5230,4280,2870,2450,1520,1570,2170,1900,1860,2340,215,422,218,436,219,483,237,600,388,939,275,2002,286,451,1700,8080,18800,535,1630,1640,5230,4630,6630,5880,11300,6950,4910,2920,2000,1450,1560,84500,25000,60600,19700,36000,12500,13900,6350,9460,4260,2770
"OD2_8830_8710",269,8.41,70,106,177,269,225,210,31.2,35.1,18.3,6.4,7.72,427,458,602,453,178,179,92.3,86.6,208,166,164,231,0,2.87,-9.92e-13,3.12,0,3.2,0.157,9.37,3.58,24.8,3.41e-05,1986,0,3.41,151,935,2060,1.01,149,123,310,428,748,814,1170,1040,328,121,84.7,186,130,13400,3420,9560,2170,5380,1680,1890,732,1180,530,269
"OD2_8840_9020",188,55.4,64.8,98.7,108,148,155,117,90.7,72,59.9,58.2,57.5,227,243,303,248,182,172,119,143,160,131,157,175,15.3,35.3,15.7,36,16.6,37.4,22.4,49,40.6,69,21.7,1986,26.7,41.4,131,497,1040,44,117,148,390,304,707,385,1010,501,436,221,188,199,212,5300,2350,2900,1480,1500,923,718,475,544,303,188
"OD3_8850_8931",145,30.9,42.9,67.3,72,119,119,87.1,66.8,54.3,39.8,35.1,34.9,177,204,261,202,141,129,80.7,90.4,116,92.9,109,136,7.32,22.4,7.5,23.2,7.84,24.8,9.84,31.6,20.4,46.7,12.5,2002,15.4,24.1,93,381,1010,27.4,85.9,101,337,287,485,375,975,385,291,163,104,80.9,98.6,4200,2100,2320,1210,1230,830,658,368,463,257,145
"OD5_8890_8770",124,17.8,26.9,39.5,63.7,104,107,73.9,51.5,36.8,24.4,20.8,15.7,156,193,253,185,121,103,54.1,56.2,104,79.3,84.9,107,3.15,10.2,3.19,10.7,3.35,11.8,4.02,16.6,9.04,30,5.03,2002,5.37,11.9,66.2,346,1150,11.5,64.9,77.7,288,331,461,362,1080,349,209,180,126,69.5,70.3,9150,2450,5600,1280,2870,674,866,341,481,228,124
"OD5_8900_8770",2100,429,589,915,1010,1610,1820,1380,1070,946,727,536,503,2430,2840,3860,3210,2200,1910,1220,1280,1640,1430,1450,1790,186,353,191,377,201,425,216,516,337,762,236,2002,247,371,1330,5870,14600,456,1250,1400,4230,3750,6190,4320,10400,5240,3560,2260,1550,1220,1230,52400,19300,36100,15400,20900,9670,10400,4690,7100,3400,2100
"OD1_8910_8930",123,33.8,43.4,61.9,78.8,99.4,101,84.9,71.2,59.2,44.9,42.7,36.8,145,158,206,169,123,117,79.5,90.3,99.2,80.8,96.5,113,11.1,25.7,11.3,26.3,11.8,28.3,13.7,33.6,23.8,45.9,14.6,1985,17.1,27.3,86.2,304,736,30.1,82.2,97.3,224,210,379,252,775,331,280,159,107,97.2,111,3790,1390,2200,955,1010,634,501,284,374,202,123
"OD2_8920_8830",198,15.1,54.9,92.8,150,225,184,176,13,32,18.4,13,13,330,335,428,339,114,133,73.7,65.7,152,126,121,173,13,13,13,13,13,13,13,13.1,13,24.2,13.3,1986,13,13,118,673,1370,13,119,96.5,191,258,499,499,716,578,287,91.2,58.7,34.2,63.8,11100,1590,6140,1300,3650,1090,1300,503,831,371,198
"OD3_8930_8931",196,49,67.2,91.5,125,162,159,135,116,91.8,68.8,66.2,56.5,232,256,337,275,197,185,124,140,155,127,150,179,17,40.1,17.2,40.5,18,44.6,20.3,52.9,37,72.9,23.2,1985,26.8,41.4,135,489,1230,47.2,130,151,341,340,573,463,1270,593,443,247,154,144,155,5950,2310,3520,1550,1610,1020,837,472,613,315,196
"OD3_8931_9140",399,91.2,125,183,212,344,325,268,217,188,139,119,105,473,535,711,572,403,369,240,264,319,261,293,357,29.1,77.4,29.4,79.5,30.5,84,34.6,104,64.9,152,44.1,2002,51.9,76.6,265,1040,2730,91,250,283,781,731,1220,922,2520,1200,861,458,332,251,280,10600,4760,6180,3090,3300,2150,1810,939,1280,692,399
"OD5_8940_8780",131,12.3,24.9,40.6,57.7,99.9,92.5,82.7,41.7,27.4,16.3,12.7,10.6,170,204,290,211,124,101,47.3,48.6,109,87.2,76.3,106,0.513,6.63,0.555,6.83,0.659,7.53,1.07,12,4.58,21.5,2.58,2002,3.81,8.03,62.4,410,1380,8.02,60.5,77.2,214,299,596,577,1110,513,194,72.4,59.3,44.7,53.1,10100,2860,5640,1880,3080,910,913,395,566,251,131
"OD4_8990_8900",1240,265,356,562,659,997,1010,851,724,549,444,383,287,1460,1650,2300,1900,1300,1130,727,786,963,814,840,1040,71.1,219,73.1,222,77.1,235,84.5,312,165,434,120,2002,126,214,787,3380,8930,273,760,791,2480,2210,4310,2620,6330,3690,2670,1360,943,810,743,30900,13700,22000,10100,12100,5850,6200,2830,4210,2090,1240
"OD3_9020_9110",440,103,138,213,255,374,349,295,245,195,155,137,122,529,586,782,638,444,403,267,306,339,287,323,390,36.8,85.4,37.2,87.5,38.5,91,42.4,115,80.4,167,50.2,1986,58.1,85.5,294,1140,2950,102,277,311,822,711,1340,1040,2280,1470,974,513,334,332,344,12400,6000,7190,3310,3650,2270,2050,1060,1440,721,440
"OD4_9110_9140",702,162,211,323,384,572,551,480,416,326,261,234,184,829,930,1290,1070,730,637,424,467,544,457,481,593,56.9,145,57.3,148,59.4,155,64.5,194,112,257,85,2002,94.1,136,456,1860,4820,174,441,454,1070,1340,2280,1780,3460,2040,1510,797,567,498,465,21000,9690,11300,5650,6250,3370,3460,1680,2360,1200,702
"OD4_9140_8990",1180,275,367,549,658,967,952,812,699,558,448,387,311,1390,1570,2150,1780,1230,1090,716,778,929,781,819,1010,93.4,242,95.1,244,99.1,256,106,324,186,435,142,2002,158,231,771,3130,8260,292,743,778,2110,2120,4000,2650,6460,3540,2600,1310,941,790,767,30900,13900,19600,9490,10700,5550,5720,2800,3920,2030,1180
"OD1_9270_9110",126,29.8,34.6,46.7,60.4,96.1,103,85.2,78.1,57,51.2,41.3,31.7,147,168,242,202,135,111,74.4,78,96,78,78,101,7.85,22.6,8,23,8.24,24.4,9.92,33.9,15.2,51.5,13.8,2002,14.3,21.9,77.6,324,1020,28.9,77.3,83.8,186,265,464,341,793,393,251,142,104,86.2,67.4,4830,2430,2620,1230,1340,685,722,279,454,212,126
"OR2_7610_7780",327,64,71.5,106,194,245,250,182,138,116,80,66.5,59.8,413,485,564,482,343,300,179,153,262,220,251,292,5.46,35.8,5.65,36.8,6.09,41,10.5,61.6,29.8,97.6,12.7,2002,16.1,35.5,196,885,2580,35.8,188,260,753,717,954,908,1480,957,493,374,288,242,203,14700,4770,8120,3090,4250,1880,1980,863,1310,593,327
"OR2_7650_8070",194,34.9,40.9,65.7,113,139,142,105,80.9,67.8,43.9,38.9,32.3,247,288,331,290,203,178,106,91,154,130,151,173,3.12,20.5,3.23,20.8,3.51,22.2,6.33,34.8,15.7,57.3,8.41,2002,10.1,20.5,115,529,1480,20.6,111,135,470,403,524,496,870,580,323,200,149,146,123,10200,2810,4990,1950,2610,1010,1250,510,793,346,194
"OR2_7670_7840",168,19.4,38.6,75.1,92.7,131,128,86.2,62.7,39.4,23.6,19.8,17.5,216,268,325,223,171,120,72.3,61.5,159,103,141,160,1.83,13,1.88,13.2,2.03,14.3,3.77,19.7,13.8,34.6,4.25,1986,5.75,13.8,90.9,502,1530,13.4,86.5,116,417,497,603,620,1330,580,201,163,132,92.8,91.8,11000,3170,6090,1570,3120,904,979,501,705,328,168
"OR1_7700_7980",101,12.3,21.9,41.5,55.1,82.9,80.6,61.2,39.2,27.5,17.2,14.4,11.8,128,159,198,141,107,72.2,44.3,39.6,88,58.3,90.4,94,2.29,9.66,2.38,9.84,2.54,10.5,3.11,12.2,9.03,23.7,3.43,1986,4.23,9.74,56.6,299,829,9.66,55.5,52.5,262,210,347,266,838,389,167,94.9,67.8,49.8,45.4,5500,1430,2870,867,1790,473,573,262,433,177,101
"OR3_7740_8271",523,65.9,105,214,222,383,351,281,238,192,110,89.2,63.6,655,791,890,777,600,492,323,247,396,269,429,428,0.826,45.3,5.06,49.5,7.15,54.9,10.6,90.7,46.8,158,17.7,2002,18.6,49.5,303,1540,4400,43.5,270,672,1120,904,1820,1470,2830,1540,1470,886,688,639,536,26500,7590,12600,4580,6240,2920,2950,1460,1850,951,523
"OR2_7780_7890",401,71,83.1,141,236,328,321,217,155,130,87.7,74.6,72.3,510,605,708,582,416,352,210,180,331,267,310,363,5.84,39.5,6.03,40.5,6.51,44.7,11.6,69.8,36.5,116,13,2002,17.7,40.7,236,1120,3170,40.2,226,291,698,979,1200,1050,2090,1220,569,436,317,276,255,16300,6120,10400,4350,5250,2270,2280,1110,1620,757,401
"OR2_7840_7970",242,26.5,53.5,108,131,188,186,124,88.1,54.5,34.7,28.2,23.9,314,389,471,322,246,173,103,87.4,228,147,202,232,0.622,17.2,0.703,17.4,0.91,18.9,3.32,27.1,18.2,47.3,3.86,1986,6.95,17.9,130,724,2260,17.1,124,161,582,726,861,901,1880,838,291,230,182,133,122,15900,4700,8870,2280,4550,1290,1430,734,1020,477,242
"OR5_7890_7970",2540,544,628,1230,1500,2120,2170,1320,1050,940,651,611,583,3180,3820,4580,3840,2630,2210,1370,1190,2010,1610,1920,2250,93.8,340,94.5,349,96.3,376,118,501,203,742,141,2002,146,354,1460,7530,18300,363,1480,1130,3930,3810,7070,5450,11200,8850,5000,2550,1640,1180,1070,82200,31400,51400,24400,29500,14500,14400,6540,9660,4650,2540
"OR2_7900_7740",378,62.3,71.7,151,178,311,281,237,198,155,89.3,70.9,55.9,479,582,658,572,440,361,233,181,266,187,297,304,0,38.2,0.858,40.7,4.58,42.7,13.3,62.6,24.7,113,10.8,2002,11.9,36.3,222,1100,3030,30.4,207,349,748,569,1490,1070,2000,1130,1170,710,444,383,334,17400,5730,7810,3350,3900,2090,2120,1070,1320,669,378
"OR5_7910_8410",220,25.7,50,77.4,103,190,163,123,72.5,51.3,31.2,28.9,26.8,286,358,445,312,224,154,89.1,86.7,175,123,193,207,2.14,13.2,2.27,14,2.6,15.9,4.7,20.8,17.8,46.2,4.33,2002,6.36,16.4,120,669,1840,14.4,115,113,544,394,820,763,1810,839,373,167,140,106,146,12500,3260,5630,2040,3840,1090,1400,575,968,420,220
"OR5_7970_8200",2910,591,700,1300,1760,2420,2600,1580,1210,1040,702,663,628,3640,4420,5290,4400,3010,2480,1530,1330,2300,1860,2200,2590,101,368,102,384,105,405,131,578,245,807,158,2002,162,378,1700,8830,20000,394,1690,1270,3720,4180,8210,6070,12600,10400,5260,3100,1730,1350,1140,70400,34500,58400,22200,34100,15700,15700,7560,11200,5380,2910
"OR1_8280_8020",112,22.1,22.7,49.9,52.8,94.7,107,81.5,67.5,52.6,32.4,24.8,21.9,138,173,202,176,128,109,67.8,54.7,73.2,56.1,83.5,88.7,3.87,13.8,3.9,14.1,4.01,14.8,5.35,19.8,14.3,31.3,7.63,2002,9.79,16.3,69.3,314,791,14.9,69.7,59.5,203,117,463,317,697,356,276,187,97.6,70.3,68,4330,1400,1860,954,1050,591,598,300,389,203,112
"OR1_8320_8271",131,21.7,35.8,67.6,81.3,104,105,64.3,52.1,48.8,32.7,30.7,25.8,164,193,242,192,125,108,75.1,67.7,109,79.7,105,119,2.51,13.8,2.61,14.1,2.88,15,5.29,21.8,14.8,38.5,6.21,2002,8.68,15.1,77.7,349,1060,14.2,77,73.5,290,236,365,330,769,423,232,113,89.9,73.8,81.9,6430,1950,3030,1310,1530,778,795,326,487,239,131
"OR5_8370_8410",3120,615,723,1390,1900,2610,2810,1760,1310,1100,742,690,659,3890,4750,5690,4730,3230,2630,1620,1420,2450,2000,2370,2790,110,392,111,407,114,425,146,619,274,852,170,2002,177,399,1850,9630,21400,416,1840,1360,3480,4390,8750,6480,13300,12000,5280,3660,1990,1450,1230,75400,35000,62100,23300,37000,16700,16400,8170,12100,5790,3120
"OR5_8410_8470",3470,645,815,1700,2090,2980,3100,2060,1480,1200,806,722,708,4330,5320,6380,5280,3580,2880,1760,1560,2700,2220,2650,3110,126,423,129,435,133,450,156,688,324,951,185,2002,200,428,2070,10800,23700,441,2050,1540,5050,4880,9460,7070,14100,15300,5310,4830,2060,1610,1350,77100,32600,67900,26500,41800,17100,18000,9180,13600,6450,3470
"OR2_8450_8490",117,19.4,28.3,39.5,47.3,74.4,72.4,65.9,48.9,36.3,29.1,22.1,19.7,145,167,228,172,111,90,53.7,69.2,106,74.1,92.9,99.2,6.98,14.3,7.1,14.5,7.39,15.2,9.17,19.7,14,29.2,9.06,2002,10.3,16,59.1,352,1210,16.6,53.3,135,328,441,573,530,870,437,205,155,131,93.3,75.3,7540,3120,2870,1410,1640,794,683,306,475,198,117
"OR2_8460_8271",391,71.6,99.3,178,227,322,338,225,174,153,106,96,79.6,478,571,738,586,383,331,217,194,319,241,299,345,12.8,49.7,13.1,51.4,13.9,54.7,20.6,70.6,42.7,113,22.6,1999,27.2,49.7,234,1090,3210,50,232,228,923,791,1090,887,2140,1410,673,403,275,210,239,13000,5190,8680,3920,4790,2070,2320,964,1420,690,391
"OR7_8470_8490",8270,2130,2870,5000,5230,7850,7190,5470,3860,3120,3070,3260,2300,9350,10700,13400,12600,8870,7210,5740,5460,6350,6170,6300,7320,80,1180,80,1210,80,1340,176,2040,967,3340,242,2002,453,1420,5720,21200,34300,1770,6650,3750,7100,8520,15700,11800,17200,16600,12600,12100,5230,5740,4540,121000,21200,111000,21100,76400,20200,39100,17900,28500,13400,8270
"TU2_8860_9000",146,13.8,37.5,41.8,73,91.9,91.3,61.7,44,29.5,23.4,22.7,17.1,205,302,266,194,139,93.3,69.4,68.1,66.7,68.1,112,174,0,9.23,4.9e-16,10.2,-5.53e-15,12.1,3.73,23.5,22.9,50.7,0.0015,1999,6.07,15.4,87.7,433,1060,11.3,68.1,117,443,356,601,903,670,375,575,157,161,183,136,4930,1720,2680,1190,1660,784,868,422,652,286,146
"TU3_8880_9230",301,39.3,80.4,100,163,202,184,130,91,65.8,52.3,48,42.6,427,615,543,400,287,193,136,133,138,141,242,374,1.26,22.2,2.07,23.9,3.28,29.3,13.6,50.1,44.2,94.3,6.09,1999,15.1,34.8,181,891,2110,24.2,145,236,757,789,1270,1740,1230,693,993,315,262,347,215,9810,3400,5250,2460,3190,1590,1750,841,1310,574,301
"TU2_8950_9040",107,18.6,30.1,43.9,55.7,67,89.8,66.5,46.9,33.4,24.5,26,22,140,198,201,149,103,84.7,60.7,60.8,54.3,57.4,79.3,105,2.49,9.46,2.68,10.8,3.02,12.3,6.99,17.3,21,35.1,5.5,1988,8.8,15.6,70.1,291,649,13.2,62,52.4,120,186,429,559,568,316,238,143,104,80,75.5,2340,1250,1480,759,861,486,559,263,373,212,107
"TU2_8970_9280",147,22.7,30.1,57.5,97.3,130,136,86.9,53.6,41.7,33.3,31.9,23.7,223,320,286,215,142,96.1,69.5,60.8,51.4,52.9,91.4,165,3.86,13,3.96,13.6,4.37,14.6,7.96,23,21.2,41.1,6.08,1995,9.6,17.4,84.1,429,983,16.1,84.5,63.4,125,303,597,706,698,367,259,125,108,86.2,66.7,5670,1590,2720,1050,1710,722,828,441,631,305,147
